Ticker,Security Name,Company Name,Trading Status,Exchanges,Most Recent Trade Price ($USD Historical rate),Equity Security Type,CIK,Industry Classifications,% Change - Dividend Adj. Day Close Price [03/01/2006-03/01/2007],% Change - Dividend Adj. Day Close Price [03/01/2007-03/01/2008],% Change - Dividend Adj. Day Close Price [03/01/2008-03/01/2009],% Change - Dividend Adj. Day Close Price [03/01/2009-03/01/2010],% Change - Dividend Adj. Day Close Price [03/01/2010-03/01/2011],% Change - Dividend Adj. Day Close Price [03/01/2011-03/01/2012],% Change - Dividend Adj. Day Close Price [03/01/2012-03/01/2013],% Change - Dividend Adj. Day Close Price [03/01/2013-03/01/2014],% Change - Dividend Adj. Day Close Price [03/01/2014-03/01/2015],% Change - Dividend Adj. Day Close Price [03/01/2015-03/01/2016],% Change - Dividend Adj. Day Close Price [03/01/2016-03/01/2017],% Change - Dividend Adj. Day Close Price [03/01/2017-03/01/2018],% Change - Dividend Adj. Day Close Price [03/01/2018-03/01/2019],% Change - Dividend Adj. Day Close Price [03/01/2019-03/01/2020],% Change - Dividend Adj. Day Close Price [03/01/2020-03/01/2021]
NasdaqGM:IMAB,SPON ADS EACH REP 2.3 ORD SHS,I-Mab,Active,Nasdaq Global Market (NasdaqGM), 63.71 ,Depository Receipt (Common Stock),0001778016,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,420.10
NasdaqCM:CAPR,New Common Stock,Capricor Therapeutics Inc.,Active,Nasdaq Capital Market (NasdaqCM), 3.92 ,Common Stock,0001133869,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary),-,-,-,-,-,-,-,-,-50.30,-63.40,29.10,-37.10,-72.80,-74.90,409.30
NasdaqGM:AACG,SPONSORED ADS,ATA Creativity Global,Active,Nasdaq Global Market (NasdaqGM), 2.84 ,Depository Receipt (Common Stock),0001420529,Consumer Discretionary (Primary); Consumer Services (Primary); Diversified Consumer Services (Primary); Education Services (Primary); Online Education Courses (Primary); Specialty Educational Services (Primary),-,-,-47.90,-28.30,107.80,-22.50,-29.20,6.15,2.87,19.30,-22.60,58.60,87.10,-6.37,400.00
NasdaqCM:GSM,Ordinary Shares,Ferroglobe PLC,Active,Nasdaq Capital Market (NasdaqCM), 4.17 ,Common Stock,0001639877,Diversified Metal Ores (Primary); Diversified Metals and Mining (Primary); Materials (Primary); Materials (Primary); Metals and Mining (Primary); Primary Smelting And Refining Of Diversified Metals (Primary); Smelting and Refining of Diversified Metals  (Primary); Chemicals; Coal and Consumable Fuels; Commodity Chemicals; Energy; Energy; Hydroelectric Power Generation; Independent Power and Renewable Electricity Producers; Industrial Inorganic Chemicals; Oil Gas and Consumable Fuels; Renewable Electricity; Utilities; Utilities,-,-,-,-,-,-,-,-,-,-,41.50,43.60,-82.80,-70.80,396.10
NasdaqGS:AMRS,Common Stock,Amyris Inc.,Active,Nasdaq Global Select (NasdaqGS), 15.19 ,Common Stock,0001365916,Chemicals (Primary); Materials (Primary); Materials (Primary); Specialty Chemicals (Primary); Artificial Sweeteners; Beauty Care Products; Consumer Staples; Food Products; Food Beverage and Tobacco; Health Care; Household and Personal Products; Packaged Foods and Meats; Personal Products; Personal Products; Pharmaceutical Research and Development; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals Biotechnology and Life Sciences; Sweeteners,-,-,-,-,-,-83.00,-44.90,59.80,-40.90,-45.90,-65.60,-30.00,-11.80,-31.50,391.70
NasdaqCM:NXTD,Common Stock,Nxt-ID Inc.,Active,Nasdaq Capital Market (NasdaqCM), 0.777 ,Common Stock,0001566826,Biometrics Software (Primary); Information Technology (Primary); Security Software (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Consumer Finance; Consumer Finance; Diversified Financials; Electronic Funds Transfer and Transaction Services; Financials; Funds Transfer and Exchange Services; Health Care; Health Care Equipment and Services; Health Care Technology; Health Care Technology,-,-,-,-,-,-,-,-,-44.20,-77.70,-62.00,15.80,-57.40,-65.10,389.30
NasdaqGS:APHA,Common Shares,Aphria Inc.,Active,Nasdaq Global Select (NasdaqGS), 14.14 ,Common Stock,0001616861; 0001733418,Health Care (Primary); Medicinal Chemicals and Botanical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Consumer Discretionary; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Online Drug Retail and Pharmacies; Online Food and Drug Retail; Retailing,-,-,-,-,-,-,-,-,-,36.80,455.50,112.40,-3.99,-63.90,389.10
NasdaqGM:HEAR,New Common Stock,Turtle Beach Corporation,Active,Nasdaq Global Market (NasdaqGM), 29.38 ,Common Stock,0001493761,Audio Equipment (Primary); Consumer Discretionary (Primary); Consumer Durables and Apparel (Primary); Consumer Electronics (Primary); Household Durables (Primary); Computer Audio Equipment; Game Controllers; Information Technology; Personal Computers And Accessories; Technology Hardware and Equipment; Technology Hardware Storage and Peripherals; Technology Hardware Storage and Peripherals,-,-,-,-,-,-,-,-,-84.10,-56.40,4.85,-58.30,737.80,-56.20,384.90
NasdaqGM:SMMT,New Ordinary Shares,Summit Therapeutics Inc.,Active,Nasdaq Global Market (NasdaqGM), 5.6 ,Common Stock,0001599298,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,92.90,-10.80,-80.00,-39.20,379.70
NasdaqGM:NTLA,Common Stock,Intellia Therapeutics Inc.,Active,Nasdaq Global Market (NasdaqGM), 78.29 ,Common Stock,0001652130,Biotechnology (Primary); Biotechnology (Primary); Gene Research and Development (Primary); Health Care (Primary); In Vivo Diagnostic Substances (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,68.80,-33.10,-21.10,379.60
NYSE:CALX,Common Stock,Calix Inc.,Active,New York Stock Exchange (NYSE), 44.87 ,Common Stock,0001406666,Communications Equipment (Primary); Communications Equipment (Primary); Information Technology (Primary); Networking Equipment (Primary); Technology Hardware and Equipment (Primary); Network Software; Operating System Software; Software; Software and Services; Systems Software,-,-,-,-,-,-48.00,-11.90,-5.13,9.94,-20.00,0.86,-7.09,24.60,10.30,379.40
NasdaqGM:IPA,Common Shares,ImmunoPrecise Antibodies Ltd.,Active,Nasdaq Global Market (NasdaqGM), 9.5 ,Common Stock,0001715925,Health Care (Primary); Life Sciences Tools and Services (Primary); Life Sciences Tools and Services (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Biotechnology; Biotechnology; Health Care Equipment and Services; Health Care Providers and Services; Health Care Services; Medical Laboratory Services,-,-,-,-,-,-,-,-,-,-,-,-63.00,60.00,-12.50,377.40
NasdaqCM:CLPT,Common Stock,ClearPoint Neuro Inc.,Active,Nasdaq Capital Market (NasdaqCM), 19.84 ,Common Stock,0001285550,Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Heart Monitor Systems (Primary); Medical Testing Analyzing and Diagnostic Equipment (Primary),-,-,-,-,-,-,-,-15.00,-34.40,-62.80,-72.50,-3.28,-7.72,64.50,377.20
NasdaqGS:TWST,Common Stock,Twist Bioscience Corporation,Active,Nasdaq Global Select (NasdaqGS), 133.12 ,Common Stock,0001581280,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,39.20,373.40
NasdaqGM:NIU,SPON ADS EACH REP 2 ORD SHS CL A,Niu Technologies,Active,Nasdaq Global Market (NasdaqGM), 37.71 ,Depository Receipt (Common Stock),0001744781,Automobiles (Primary); Automobiles and Components (Primary); Consumer Discretionary (Primary); Motorcycle Manufacturers (Primary); Scooters (Primary); Accessories; Apparel; Apparel Accessories and Luxury Goods; Auto Components; Auto Parts and Equipment; Bicycles and Bicycle Equipment; Commercial and Professional Services; Commercial Services and Supplies; Consumer Durables and Apparel; Diversified Support Services; Gloves; Industrials; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Jewelry; Jewelry Timepieces and Gemstone Products; Leisure Products; Leisure Products; Materials; Materials; Online Motor Vehicle Retail; Online Motorcycle Dealers; Online Specialty Retail; Paper and Forest Products; Paper Pads and Notebooks; Paper Products; Printing And Writing Paper; Retailing; Shock Absorbers; Sporting and Recreational Goods; Sporting Goods; Steering and Suspension System Components; Textiles Apparel and Luxury Goods,-,-,-,-,-,-,-,-,-,-,-,-,-,4.16,373.10
NasdaqCM:SRNE,Common Stock,Sorrento Therapeutics Inc.,Active,Nasdaq Capital Market (NasdaqCM), 7.59 ,Common Stock,0000850261,Biological Products (Primary); Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Antiviral Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,70.70,12.20,-50.90,-18.90,46.60,-72.60,4.83,372.40
NYSE:SNAP,Class A Non-Voting Common Stock,Snap Inc.,Active,New York Stock Exchange (NYSE), 61.3 ,Common Stock,0001564408,Communication Services (Primary); Interactive Media and Services (Primary); Interactive Media and Services (Primary); Media and Entertainment (Primary); Technology Hardware and Equipment; Technology Hardware Storage and Peripherals; Technology Hardware Storage and Peripherals,-,-,-,-,-,-,-,-,-,-,-,-,-43.10,44.60,370.50
NasdaqCM:VTGN,New Common Stock,VistaGen Therapeutics Inc.,Active,Nasdaq Capital Market (NasdaqCM), 2.04 ,Common Stock,0001411685,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Central Nervous System Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-78.30,-,-,0.00,-67.90,-54.10,-0.85,-56.20,370.30
NYSE:MN,Class A Common Stock,Manning & Napier Inc.,Active,New York Stock Exchange (NYSE), 7.13 ,Common Stock,0001524223,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,21.40,1.86,-14.20,-38.10,-0.55,-45.40,-23.90,-25.50,368.20
NasdaqCM:BEEM,Common Stock,Beam Global,Active,Nasdaq Capital Market (NasdaqCM), 34.47 ,Common Stock,0001398805,Capital Goods (Primary); Electrical Components and Equipment (Primary); Electrical Equipment (Primary); Industrials (Primary); Analog and Mixed Signal; Information Technology; Photovoltaic Cells; Semiconductors; Semiconductors and Semiconductor Equipment; Semiconductors and Semiconductor Equipment,-,-,-,-,-,-70.50,22.10,-36.40,-21.30,3.70,4.64,63.80,-16.70,-6.00,364.90
NasdaqGS:PTON,Class A common stock,Peloton Interactive Inc.,Active,Nasdaq Global Select (NasdaqGS), 101.07 ,Common Stock,0001562266; 0001639825,Consumer Discretionary (Primary); Consumer Durables and Apparel (Primary); Fitness Equipment (Primary); Leisure Products (Primary); Leisure Products (Primary); Sporting and Recreational Goods (Primary); Sporting Goods (Primary); Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Online Leisure Equipment Retail; Online Specialty Retail; Retailing; Specialty Retail; Specialty Stores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,363.90
NYSE:FUBO,Common Stock,fuboTV Inc.,Active,New York Stock Exchange (NYSE), 20.66 ,Common Stock,0001484769,Application Software (Primary); Information Technology (Primary); Software (Primary); Software and Services (Primary); Communication Services; Entertainment; Entertainment Venues; Media and Entertainment; Movies and Entertainment; Multimedia Streaming Services; Online Entertainment,-,-,-,-,-,-,-,-,-,-99.90,-97.10,295.00,-55.50,-20.80,363.90
NYSE:BTCM,ADS EACH REPR 10 ORD SHS A SPON,BIT Mining Limited,Active,New York Stock Exchange (NYSE), 15.17 ,Depository Receipt (Common Stock),0001517496,Casinos and Gaming (Primary); Consumer Discretionary (Primary); Consumer Services (Primary); Hotels Restaurants and Leisure (Primary); Application Software; Information Technology; Software; Software and Services,-,-,-,-,-,-,-,-,-79.20,103.60,-31.50,49.00,-18.20,-65.60,361.80
NasdaqCM:MARK,Common Stock,Remark Holdings Inc.,Active,Nasdaq Capital Market (NasdaqCM), 2.03 ,Common Stock,0001368365,Consumer Discretionary (Primary); Internet and Direct Marketing Retail (Primary); Internet and Direct Marketing Retail (Primary); Online Apparel and Accessory Retail (Primary); Online Apparel Retail (Primary); Online Specialty Retail (Primary); Retailing (Primary); Communication Services; Information Technology; Interactive Media and Services; Interactive Media and Services; Internet based Banking related Services; Internet Services and Infrastructure; IT Services; Media and Entertainment; Online Services; Software and Services,-,-,-95.50,11.10,60.00,82.20,-74.80,304.70,-22.70,-14.30,-21.60,123.60,-70.20,-68.10,360.90
NasdaqGS:MGNI,Common Stock,Magnite Inc.,Active,Nasdaq Global Select (NasdaqGS), 38.31 ,Common Stock,0001595974,Consumer Discretionary (Primary); Internet and Direct Marketing Retail (Primary); Internet and Direct Marketing Retail (Primary); Retailing (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Information Technology; Software; Software and Services,-,-,-,-,-,-,-,-,-,-10.20,-47.30,-83.30,303.40,88.90,359.60
NasdaqCM:ANTE,SPON ADS EACH REPR 10 ORD SHS,AirNet Technology Inc.,Active,Nasdaq Capital Market (NasdaqCM), 2.53 ,Depository Receipt (Common Stock),0001413745,Advertising (Primary); Billboard Advertising (Primary); Broadcast Advertising (Primary); Communication Services (Primary); Media (Primary); Media and Entertainment (Primary); Poster Advertising (Primary); Print Advertising (Primary); Television Advertising (Primary),-,-,-77.80,68.90,-2.97,-54.90,-28.10,20.80,-16.40,157.50,-53.20,-60.10,-55.30,-59.90,358.10
NasdaqGM:EH,ADS,EHang Holdings Limited,Active,Nasdaq Global Market (NasdaqGM), 27.74 ,Depository Receipt (Common Stock),0001759783; 0001794196,Aerospace and Defense (Primary); Aerospace and Defense (Primary); Aircraft Systems Components and Equipment (Primary); Capital Goods (Primary); Industrials (Primary); Passenger and Cargo Aircraft and Airplanes (Primary); Airlines; Airlines; Private or Business Aircraft Services; Transportation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,353.20
NasdaqGM:EVGN,Ordinary Shares,Evogene Ltd.,Active,Nasdaq Global Market (NasdaqGM), 4.25 ,Common Stock,0001574565,Agricultural Biotechnology (Primary); Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Medicinal Chemicals and Botanical Products; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,71.20,147.20,-5.68,-16.50,25.60,68.70,-39.60,-31.70,-31.10,-24.10,-45.30,-42.70,352.90
NYSE:VSTO,Common Shares,Vista Outdoor Inc.,Active,New York Stock Exchange (NYSE), 32.66 ,Common Stock,0001616318,Bicycles and Bicycle Equipment (Primary); Camping Hiking and Outdoor Equipment (Primary); Consumer Discretionary (Primary); Consumer Durables and Apparel (Primary); Field Sports Equipment (Primary); Fishing and Hunting Equipment (Primary); Fitness Equipment (Primary); Golf Equipment (Primary); Leisure Products (Primary); Leisure Products (Primary); Racquet and Court Sports Equipment (Primary); Recreational Goods (Primary); Roller Skating and In-Line Skating Equipment (Primary); Sporting and Recreational Goods (Primary); Sporting Goods (Primary); Water Sports Equipment (Primary); Winter Sports Equipment (Primary); Accessories; Aerospace and Defense; Aerospace and Defense; Apparel Accessories and Luxury Goods; Capital Goods; Industrials; Light Weapons and Ammunition; Small Arms Ammunition; Small Arms and Guns; Textiles Apparel and Luxury Goods,-,-,-,-,-,-,-,-,-,12.20,-58.40,-15.70,-44.70,-22.60,352.90
AMEX:XXII,Common Stock,22nd Century Group Inc.,Active,NYSE MKT LLC (AMEX), 5.15 ,Common Stock,0001347858,Cigarettes (Primary); Consumer Staples (Primary); Food Beverage and Tobacco (Primary); Tobacco (Primary); Tobacco (Primary); Agricultural Biotechnology; Biotechnology; Biotechnology; Health Care; Pharmaceuticals Biotechnology and Life Sciences,-,-,-,-,-,-75.00,120.00,463.60,-81.20,18.70,-1.02,152.10,-3.72,-68.20,344.60
NasdaqCM:REKR,New Common Stock,Rekor Systems Inc.,Active,Nasdaq Capital Market (NasdaqCM), 23.3 ,Common Stock,0001697851,Commercial and Professional Services (Primary); Industrials (Primary); Professional Services (Primary); Research and Consulting Services (Primary); Application Software; Electronic Equipment and Instruments; Electronic Equipment Instruments and Components; Enterprise Software; Industry Specific Software; Information Technology; Security Control Surveillance and Detection Equipment; Software; Software and Services; Technology Hardware and Equipment,-,-,-,-,-,-,-,-,-,-,-,-,-79.70,428.00,344.30
NasdaqGM:ALT,Common Shares,Altimmune Inc.,Active,Nasdaq Global Market (NasdaqGM), 12.44 ,Common Stock,0001326190; 0001636613,Biological Products (Primary); Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Antiviral Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals; Vaccines,-,-,-,-,-,-,-,-,-,-,-,-,-94.30,36.50,343.50
NasdaqGM:SITM,Common Stock,SiTime Corporation,Active,Nasdaq Global Market (NasdaqGM), 100.32 ,Common Stock,0001451809,Analog and Mixed Signal (Primary); Digital (Primary); Information Technology (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,343.10
AMEX:IGC,Common Stock,India Globalization Capital Inc.,Active,NYSE MKT LLC (AMEX), 1.6 ,Common Stock,0001326205,Capital Goods (Primary); Construction Machinery Rental and Leasing (Primary); Construction Material Distribution (Primary); Industrials (Primary); Machinery Rental and Leasing (Primary); Trading Companies and Distributors (Primary); Trading Companies and Distributors (Primary); Bridge Tunnel and Elevated Highway Construction; Central Nervous System Drugs; Construction and Engineering; Construction and Engineering; Health Care; Heavy Construction; Highway and Street Construction; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals Biotechnology and Life Sciences,-,1.77,-91.50,163.30,-51.20,-43.70,-40.00,-62.40,-37.50,-44.00,17.80,112.20,299.90,-84.30,340.90
NasdaqCM:PRTH,Common Stock,Priority Technology Holdings Inc.,Active,Nasdaq Capital Market (NasdaqCM), 6.79 ,Common Stock,0001653558,Data Processing and Outsourced Services (Primary); Information Technology (Primary); Internet Merchant Services (Primary); IT Services (Primary); Payment Service Providers and Gateways (Primary); Software and Services (Primary); IT Consulting and Other Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-67.80,340.80
AMEX:COHN,Common Stock,Cohen & Company Inc.,Active,NYSE MKT LLC (AMEX), 31.51 ,Common Stock,0001270436,Capital Markets (Primary); Diversified Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Asset Management and Custody Banks,-,-,-,-,-36.50,-68.00,84.00,-3.06,-28.10,-47.10,64.90,-9.21,-21.80,-46.60,338.30
NasdaqGM:CAN,SPONSORED ADS,Canaan Inc.,Active,Nasdaq Global Market (NasdaqGM), 13.36 ,Depository Receipt (Common Stock),0001780652; 0001790089,Information Technology (Primary); Technology Hardware and Equipment (Primary); Technology Hardware Storage and Peripherals (Primary); Technology Hardware Storage and Peripherals (Primary); Capital Goods; Digital; Electronic Equipment Instruments and Components; Industrials; Information Technology (IT) Consulting; IT Consulting and Other Services; IT Services; Machinery Rental and Leasing; Microprocessors; Semiconductor Equipment and Product Distribution; Semiconductors; Semiconductors and Semiconductor Equipment; Semiconductors and Semiconductor Equipment; Software and Services; Technology Distributors; Trading Companies and Distributors; Trading Companies and Distributors,-,-,-,-,-,-,-,-,-,-,-,-,-,-,337.10
NYSE:RYAM,Common Stock,Rayonier Advanced Materials Inc.,Active,New York Stock Exchange (NYSE), 9.38 ,Common Stock,0001597672,Chemicals (Primary); Materials (Primary); Materials (Primary); Specialty Chemicals (Primary); Commodity Chemicals; Containers and Packaging; Converted Paper And Paperboard Products; Forest Products; Lumber Products; Newsprint Mills; Paper and Forest Products; Paper Manufacturing; Paper Packaging; Paper Products; Plastic and Synthetic Resins; Pulp Mills,-,-,-,-,-,-,-,-,-,-60.80,93.50,53.80,-29.10,-82.30,336.70
NYSE:LAC,Common Shares,Lithium Americas Corp.,Active,New York Stock Exchange (NYSE), 14.22 ,Common Stock,0001440972,Diversified Metal Ores (Primary); Diversified Metals and Mining (Primary); Materials (Primary); Materials (Primary); Metals and Mining (Primary),-,-,-,108.60,-2.05,-78.30,-45.20,341.20,-8.00,-44.90,184.20,52.00,-39.50,11.30,334.70
NasdaqCM:ISUN,Common Stock,iSun Inc.,Active,Nasdaq Capital Market (NasdaqCM), 10.85 ,Common Stock,0001634447,Capital Goods (Primary); Construction and Engineering (Primary); Construction and Engineering (Primary); Electrical Work (Primary); Heavy Construction (Primary); Industrials (Primary); Specialty Contract Work (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,330.30
NasdaqCM:KTRA,New Common Stock,Kintara Therapeutics Inc.,Active,Nasdaq Capital Market (NasdaqCM), 1.52 ,Common Stock,0001498382,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-31.40,-45.10,7.59,36.70,-73.80,-73.00,-85.40,330.20
NYSE:TCS,Common Stock,The Container Store Group Inc.,Active,New York Stock Exchange (NYSE), 15.47 ,Common Stock,0001411688,Consumer Discretionary (Primary); Retailing (Primary); Specialty Retail (Primary); Specialty Stores (Primary); Building Products; Building Products; Capital Goods; Consumer Durables and Apparel; Home Furnishings; Household Durables; Industrials; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Online Specialty Retail,-,-,-,-,-,-,-,-,-48.60,-70.60,-22.20,15.00,40.50,-44.40,330.20
NasdaqCM:PLSE,Common Shares,Pulse Biosciences Inc.,Active,Nasdaq Capital Market (NasdaqCM), 20.95 ,Common Stock,0001625101,Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Therapeutic Devices (Primary),-,-,-,-,-,-,-,-,-,-,-,32.90,6.58,-64.50,329.90
AMEX:RHE,New Common Stock,Regional Health Properties Inc.,Active,NYSE MKT LLC (AMEX), 4.03 ,Common Stock,0001004724; 0001697416,Assisted Living Facilities and Services (Primary); Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Facilities (Primary); Health Care Providers and Services (Primary); Nursing Homes (Primary); Retirement Communities (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-56.80,6.20,328.50
AMEX:RHE.PRA,10.875% PFD A,Regional Health Properties Inc.,Active,NYSE MKT LLC (AMEX), 2.93 ,Preferred Stock,0001004724; 0001697416,Assisted Living Facilities and Services (Primary); Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Facilities (Primary); Health Care Providers and Services (Primary); Nursing Homes (Primary); Retirement Communities (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-56.80,6.20,328.50
NYSE:PINS,Class A Common Stock,Pinterest Inc.,Active,New York Stock Exchange (NYSE), 74.99 ,Common Stock,0001506293,Communication Services (Primary); Interactive Media and Services (Primary); Interactive Media and Services (Primary); Media and Entertainment (Primary); Online Services (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,327.30
NasdaqCM:IFMK,Ordinary Shares,iFresh Inc.,Active,Nasdaq Capital Market (NasdaqCM), 1.33 ,Common Stock,0001681941,Consumer Staples (Primary); Food and Staples Retailing (Primary); Food and Staples Retailing (Primary); Food Retail (Primary); Full Stock Supermarkets (Primary); Grocery Stores (Primary); Consumer Discretionary; Food Distribution; Food Distributors; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Online Food and Drug Retail; Online Food Retail; Retailing,-,-,-,-,-,-,-,-,-,-,-,-43.20,-87.50,-71.30,326.70
AMEX:GSAT,Voting Common Stock,Globalstar Inc.,Active,NYSE MKT LLC (AMEX), 0.92 ,Common Stock,0001037927; 0001366868,Alternative Carriers (Primary); Communication Services (Primary); Diversified Telecommunication Services (Primary); Satellite Communication Services (Primary); Telecommunication Services (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Communications Equipment; Communications Equipment; Consumer Discretionary; Global Positioning Systems; Information Technology; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; IT Consulting and Other Services; IT Services; Mobile Data Services; Mobile Telephones; Modems; Retailing; Satellite and Microwave Equipment; Software; Software and Services; Technology Hardware and Equipment; Technology Hardware Storage and Peripherals; Technology Hardware Storage and Peripherals; Telecommunications Equipment; Telephone and Telecommunications Equipment; Telephone Equipment; Two-Way Mobile Data Services; Wireless Telecommunication Services; Wireless Telecommunication Services; Wireless Telephone Equipment; Wireline Telephone Equipment,-,-31.50,-96.60,300.00,21.20,-41.30,-55.40,587.00,13.70,-41.90,-4.67,-31.20,-53.20,-11.20,326.10
NasdaqGS:BEAM,Common Stock,Beam Therapeutics Inc.,Active,Nasdaq Global Select (NasdaqGS), 76.77 ,Common Stock,0001745999,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Central Nervous System Drugs; Hematologic Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,325.00
NYSE:LITB,SPONSORED ADR,LightInTheBox Holding Co. Ltd.,Active,New York Stock Exchange (NYSE), 3.1 ,Depository Receipt (Common Stock),0001523836,Consumer Discretionary (Primary); Internet and Direct Marketing Retail (Primary); Internet and Direct Marketing Retail (Primary); Online Specialty Retail (Primary); Retailing (Primary); Information Technology; Information Technology (IT) Consulting; IT Consulting and Other Services; IT Services; Software and Services,-,-,-,-,-,-,-,-,-34.10,-56.80,20.30,-19.70,-69.00,27.40,323.90
NasdaqGM:APPN,Class A Common Stock,Appian Corporation,Active,Nasdaq Global Market (NasdaqGM), 129.46 ,Common Stock,0001441683,Information Technology (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Enterprise Applications; Enterprise Software; Information Technology (IT) Consulting; IT Consulting and Other Services; IT Services,-,-,-,-,-,-,-,-,-,-,-,-,27.00,20.30,323.50
NasdaqGS:ETSY,Common Stock,Etsy Inc.,Active,Nasdaq Global Select (NasdaqGS), 214.59 ,Common Stock,0001370637,Consumer Discretionary (Primary); Internet and Direct Marketing Retail (Primary); Internet and Direct Marketing Retail (Primary); Retailing (Primary),-,-,-,-,-,-,-,-,-,-,27.90,136.90,187.40,-20.60,323.10
NasdaqCM:ORGO,Class A Common Stock,Organogenesis Holdings Inc.,Active,Nasdaq Capital Market (NasdaqCM), 22.05 ,Common Stock,0000779733; 0001661181,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,-,-46.50,318.60
